,Texas,California,Montana,New Mexico,Arizona,Nevada,Colorado,Oregon,Wyoming,Michigan,Minnesota,Utah,Idaho,Kansas,Nebraska,South Dakota,Washington,North Dakota,Oklahoma,Missouri,Florida,Wisconsin,Georgia,Illinois,Iowa,New York,North Carolina,Arkansas,Alabama,Louisiana,Mississippi,Pennsylvania,Ohio,Virginia,Tennessee,Kentucky,Indiana,Maine,South Carolina,West Virginia,Maryland,Massachusetts,Vermont,New Hampshire,New Jersey,Connecticut,Delaware,Rhode Island
North Dakota,2255.6874359,2126.6449445999997,522.513134,1908.2669959,1899.3568636999998,1563.8774348,1368.0640842999999,1548.6931087,912.5280842,1350.5801165999999,451.2123204,1398.6479452,1063.6878399000002,1339.2622809,884.6573058,437.4108557,1511.1660163000001,197.5912227798598,1680.2752561999998,1255.0830472,2372.7262625,894.4028865,1994.0729772999998,1236.2789929,851.7495808,2474.8718976,1984.5916729,1653.0943519,1982.1490211999999,2022.8152400999998,1975.0022894999997,2114.2397478000003,1771.1892811,1919.8541344999999,1632.7245968,1591.6778307,1583.4876235,3127.5989114,2315.2576446,1878.6864670999998,2093.5678157,2745.4873744,2741.7275381,2898.4399541000003,2338.6319247,2722.7297134,2223.3369185,2814.26679229
Oklahoma,629.7739883,1600.8915155,1543.8548597999998,493.3295453,1003.6505755,1468.461568,472.3577961,1918.5115915000001,983.6353529999999,1518.5167620999998,1256.6658652,966.4312626,1433.5063227,443.5559927,861.4334004,1242.8644005,1880.9844991,1680.2752562,197.5912227798598,425.192209,1489.0580573000002,1225.3429963,1110.4047721,831.2881428999999,828.5256754,1744.9763094,1100.9234677,398.3035255,1098.480816,768.0244137,760.9509734,1384.3441596,1131.513782,1080.6713528999999,749.0563916,799.3951010999999,1114.7106898,2397.7033232,1431.5894394000002,1086.4037375,1301.2850861,2015.5917862,2011.8319499000002,2168.5443659,1546.3491951,1992.8341252000002,1431.0541888999999,2084.37120409
Missouri,1000.6043887,2026.0837245,1349.6849754,918.5217543,1428.8427844999999,1893.653777,897.5500050999999,1880.9787836,911.6943644,1093.3245530999998,831.4736562,1391.6234716,1395.9735148,443.2637719,436.2411914,817.6721915,1843.4516912,1255.0830472,425.192209,197.5912227798598,1117.6432153,800.1507873,738.9899301,406.0959339,403.3334664,1319.7841004,729.5086257,398.0113047,727.0659740000001,767.7321929,719.9192423,959.1519506,706.321573,702.3791959,377.6415496,374.2028921,689.5184807999999,1972.5111142,1060.1745974,661.2115285,876.0928771,1590.3995771999998,1586.6397409,1743.3521569,1121.1569861,1567.6419162000002,1005.8619798999999,1659.1789950900002
Florida,1693.3476157999999,3089.9495728,2467.3281907,1982.3876026000003,2492.7086328,2957.5196253,1961.4158533999998,2998.6219989,2029.3375796999999,1786.0677800999997,1949.1168715,2455.4893199000003,2513.6167301,1560.9069872,1553.8844067,1935.3154068,2961.0949065,2372.7262625,1489.0580573,1117.6432153,197.5912227798598,1821.9247452999998,402.5011974,1422.3449569,1520.9766817,1835.8287317,785.333543,1090.7545318,390.5772413,1113.1419623,751.8962475000001,1589.9759368999999,1399.0648,1071.616627,740.0016657000001,1066.9461191,1382.2617078,2488.5557455,742.6484735,1353.9547555000001,1327.665643,2106.4442085,2102.6843722,2259.3967882,1572.7297520000002,2083.6865475,1457.4347458,2175.22362639
Wisconsin,1800.7551760000001,2423.4324884,1343.1688299000002,1718.6725416,1826.1915484,2270.7420198,1294.898769,2255.5576937,1286.2732744999998,456.1772301,443.1905661,1772.3931355,1770.5524249,1243.4145592,811.4919905,811.1560460000001,2218.0306013,894.4028865,1225.3429962999999,800.1507873,1821.9247452999998,197.5912227798598,1443.2714600999998,399.5797884,396.8173209,1580.4690111,1433.7901557,1198.162092,1431.3475039999998,1567.8829802,1424.2007722999997,1219.8368613,876.7863946,1083.1549300000001,1081.9230796000002,754.9786262,746.788419,2233.1960249,1764.4561273999998,1041.9872626000001,1256.8686112,1851.0844879,1847.3246516,2004.0370676000002,1467.6730587,1828.3268269,1386.637714,1919.86390579
Georgia,1314.6943306,2711.2962876,2088.6749055,1603.7343174000002,2114.0553476,2578.8663401,1582.7625682,2619.9687137,1650.6842945,1407.4144949,1570.4635863,2076.8360347000003,2134.9634449,1182.253702,1175.2311215,1556.6621216,2582.4416213,1994.0729773,1110.4047721,738.9899301,402.5011974,1443.2714601,197.5912227798598,1043.6916717000001,1142.3233965000002,1457.1754465000001,382.8323456,712.1012466,380.389694,1064.871788,703.6260732000001,1211.3226517,1020.4115148000001,692.9633418000001,361.3483805,688.2928339,1003.6084226,2109.9024603,340.1472761,975.3014703000001,949.0123578,1727.7909233,1724.031087,1880.7435030000001,1194.0764668000002,1705.0332623000002,1078.7814606,1796.5703411900001
Illinois,1406.7003226,2411.1445796,1330.8809211,1324.6176882,1813.9036396,2258.454111,1282.6108602,2243.2697849,1273.9853656999999,751.0147029,812.6696019,1760.1052267,1758.2645160999998,849.3597058,799.2040817,798.8681372,2205.7426925,1236.2789929,831.2881428999999,406.0959339,1422.3449569,399.5797884,1043.6916717,197.5912227798598,384.5294121,1300.9800461,1034.2103673000001,804.1072386,1031.7677156,1173.8281268,1024.6209838999998,940.3478963,671.1371042999999,683.5751416,682.3432912000001,355.3988378,347.2086306,1953.7070598999999,1364.876339,642.4074742,857.2888228,1571.5955229,1567.8356866,1724.5481025999998,1102.3529318,1548.8378619,987.0579256,1640.37494079
Iowa,1403.9378551,2026.6151674999999,946.3515090000001,1321.8552207,1429.3742275,1873.9246988999998,898.0814481,1858.7403728,889.4559535999999,852.994551,428.1401898,1375.5758146,1373.7351039999999,846.5972383000001,414.6746696,414.3387251,1821.2132803999998,851.7495808,828.5256754,403.3334664,1520.9766817,396.8173209,1142.3233965,384.5294121,197.5912227798598,1685.5094582,1132.8420921000002,801.3447711,1130.3994404,1171.0656592999999,1123.2527086999999,1324.8773084,1055.6665163999999,1068.1045537,780.9750160000001,739.9282499000001,731.7380427,2338.236472,1463.5080638,1026.9368863,1241.8182349,1956.124935,1952.3650986999999,2109.0775147,1486.8823439,1933.367274,1371.5873377,2024.90435289
New York,2049.1730160999996,3345.8678248999995,2631.8609672000002,2238.3058547,2748.6268849,3213.4378773999997,2217.3341055,3200.7628839999998,2231.4784647999995,1124.291781,2023.6595771999998,2711.407572,2715.7576152,1763.0478722999999,1756.0252917999999,2099.8481832999996,3163.2357916,2474.8718976,1744.9763093999998,1319.7841004,1835.8287317,1580.4690111,1457.1754465,1300.9800461,1685.5094582,197.5912227798598,1117.3110311,1446.5799321,1445.2514904,1799.3504735,1438.1047586999998,360.6321498,703.6826165,764.2121046999999,1095.8270659999998,945.5812083,1027.6110902,652.7270137999999,1447.9770027999998,658.5725719,508.1630887,270.6154768,266.8556405,423.5680565,263.0989797,247.8578158,378.39398589999996,339.39489469
North Carolina,1305.2130262,2701.8149832,2079.1936011,1594.2530130000002,2104.5740432,2569.3850356999997,1573.2812638,2610.4874093,1641.2029901,1361.0087564,1560.9822819,2067.3547303,2125.4821405,1172.7723976,1165.7498171,1547.1808172,2572.9603168999997,1984.5916729,1100.9234677,729.5086257,785.333543,1433.7901557,382.8323456,1034.2103673000001,1132.8420921000002,1117.3110311,197.5912227798598,702.6199422,701.2915005,1055.3904836,694.1447688000001,871.4582363,940.3995918999999,353.0989264,351.8670761,678.8115295,994.1271182,1770.0380448999997,330.6659717,644.7780706,609.1479423999999,1387.9265079,1384.1666716,1540.8790876,854.2120514000001,1365.1688469,738.9170452,1456.70592579
Arkansas,602.593084,1999.195041,1747.6962801,891.6330708,1401.9541009999998,1866.7650935,870.6613216,2278.9900883,1309.7056691,1396.8189804999997,1229.4849609,1364.7347881,1793.9848195,841.2750765999999,834.2524960999999,1215.6834962,2241.4629959,1653.0943519,398.3035255,398.0113047,1090.7545318000002,1198.162092,712.1012466,804.1072386,801.3447711,1446.5799321,702.6199422,197.5912227798598,700.1772905,369.7208882,362.6474479,1200.7271372999999,1009.8160004,682.3678274,350.7528661,677.6973195,993.0129082,2099.3069459,1033.2859139000002,964.7059559,938.4168434,1717.1954089,1713.4355726,1870.1479886000002,1183.4809524000002,1694.4377479,1068.1859462,1785.97482679
Alabama,1302.7703745,2699.3723315,2076.7509494,1591.8103613000003,2102.1313915,2566.942384,1570.8386120999999,2608.0447576,1638.7603384,1395.4905387999997,1558.5396302,2064.9120786000003,2123.0394888,1170.3297459,1163.3071654,1544.7381655,2570.5176652,1982.1490211999999,1098.480816,727.0659740000001,390.5772413,1431.3475039999998,380.389694,1031.7677156,1130.3994404,1445.2514904,701.2915005,700.1772905,197.5912227798598,722.564721,361.3190062,1199.3986955999999,1008.4875587,681.0393857,349.4244244,676.3688778000001,991.6844665,2097.9785042,720.5369701,963.3775142000001,937.0884017,1715.8669672,1712.1071309,1868.8195469000002,1182.1525107000002,1693.1093062,1066.8575045,1784.64638509
Louisiana,601.1913509,2368.9159292,2117.4171683,1261.353959,1771.6749891999998,2236.4859816999997,1240.3822098,2648.7109765,1679.4265573,1749.5895219,1599.2058491,1734.4556763,2163.7057077,1210.9959648,1203.9733843,1585.4043844,2611.1838841,2022.8152401,768.0244137,767.7321929,1113.1419623000002,1567.8829802,1064.871788,1173.8281268,1171.0656592999999,1799.3504735000001,1055.3904836000002,369.7208882,722.564721,197.5912227798598,361.2457148,1553.4976787,1362.5865417999998,1035.1383688,703.5234075,1030.4678608999998,1345.7834496,2452.0774872999996,1386.0564553,1317.4764973000001,1291.1873848,2069.9659503,2066.206114,2222.91853,1536.2514938,2047.2082893000002,1420.9564876,2138.74536819
Mississippi,962.4370657,2361.8424889,2069.6042177,1254.2805187,1764.6015488999997,2229.4125414,1233.3087695,2600.8980259,1631.6136067,1388.3438070999998,1551.3928985,1727.382236,2115.8927571,1163.1830142,1156.1604336999999,1537.5914338,2563.3709335,1975.0022895,760.9509734,719.9192423,751.8962475000001,1424.2007723,703.6260732000001,1024.6209839,1123.2527087,1438.1047587,694.1447688000001,362.6474479,361.3190062,361.2457148,197.5912227798598,1192.2519639,1001.340827,673.892654,342.2776927,669.2221460999999,984.5377348,2090.8317724999997,1024.8107405,956.2307825,929.9416699999999,1708.7202355,1704.9603992,1861.6728152,1175.005779,1685.9625745,1059.7107728,1777.49965339
Pennsylvania,1803.3202213,2985.2356750999998,2271.2288174,1877.6737048999998,2387.9947350999996,2852.8057276,1856.7019556999999,2840.1307342,1870.8463149999998,763.6596312,1663.0274273999999,2350.7754222,2355.1254654,1402.4157225,1395.393142,1739.2160334999999,2802.6036418,2114.2397478000003,1384.3441595999998,959.1519506,1589.9759369,1219.8368613,1211.3226517,940.3478963,1324.8773084,360.6321498,871.4582363,1200.7271373,1199.3986956,1553.4976787,1192.2519639,197.5912227798598,343.0504667,518.3593099,849.9742712,584.9490585,666.9789404,1013.3591635999999,1202.124208,297.9404221,262.3102939,631.2476266,627.4877902999999,784.2002063,247.8361974,608.4899656,212.8281764,700.02704449
Ohio,1612.4090844,2732.4052975,2002.0180254,1624.8433273,2135.1643575,2599.97535,1603.8715781,2587.3003566,1618.0159374,420.6091645,1319.9769606999998,2097.9450446,2102.2950878,1149.5853449,1142.5627644,1470.0052415,2549.7732642,1771.1892811000002,1131.513782,706.321573,1399.0648,876.7863946,1020.4115148000001,671.1371042999999,1055.6665164,703.6826165,940.3995918999999,1009.8160004000001,1008.4875587000001,1362.5865418,1001.340827,343.0504667,197.5912227798598,587.3006654999999,659.0631343,332.1186809,323.9284737,1356.4096303,1271.0655636,295.6215213,510.50286989999995,974.2980933,970.5382569999999,1127.250673,590.8866641,951.5404323,555.8786431,1043.07751119
Virginia,1284.9609114,2681.5628684000003,2014.4560627,1574.0008982000002,2084.3219283999997,2549.1329208999996,1553.029149,2583.3579795,1614.0735602999998,1007.9098299999999,1496.2447435,2047.1026155000002,2098.3527107,1145.6429678,1138.6203873,1482.4432788,2545.8308871,1919.8541344999999,1080.6713528999999,702.3791959,1071.616627,1083.1549300000001,692.9633418000001,683.5751416,1068.1045537,764.2121047,353.0989264,682.3678274,681.0393857,1035.1383688,673.892654,518.3593099,587.3006654999999,197.5912227798598,331.6149613,328.1763038,643.4918925,1416.9391184999997,683.7648981,291.6791442,256.049016,1034.8275815,1031.0677452,1187.7801612,501.113125,1012.0699205000001,385.8181188,1103.60699939
Tennessee,953.3459501,2349.9479071,1727.326525,1242.3859369000002,1752.7069671,2217.5179596,1221.4141877,2258.6203332,1289.335914,1046.0661143999998,1209.1152058,1715.4876542000002,1773.6150644,820.9053215,813.882741,1195.3137411,2221.0932408,1632.7245968,749.0563916,377.6415496,740.0016657000001,1081.9230796,361.3483805,682.3432912000001,780.9750160000001,1095.827066,351.8670761,350.7528661,349.4244244,703.5234075,342.2776927,849.9742712,659.0631343,331.6149613,197.5912227798598,326.9444534,642.2600421,1748.5540797999997,682.5330478000001,613.9530898,587.6639772999999,1366.4425428,1362.6827065,1519.3951225,832.7280863000001,1343.6848818,717.4330801,1435.22196069
Kentucky,1280.2904035,2400.2866166,1686.2797589000002,1292.7246464,1803.0456765999998,2267.8566691,1271.7528972,2255.1816757,1285.8972565,719.1216609999999,1168.0684397,1765.8263637,1770.1764069,817.466664,810.4440835,1154.266975,2217.6545833,1591.6778307,799.3951010999999,374.2028921,1066.9461191,754.9786262,688.2928339,355.3988378,739.9282499000001,945.5812083,678.8115295,677.6973195,676.3688778000001,1030.4678609,669.2221460999999,584.9490585,332.1186809,328.1763038,326.9444534,197.5912227798598,315.3155887,1598.3082221,1009.4775012,287.0086364,501.889985,1216.1966851,1212.4368488,1369.1492647999999,746.954094,1193.4390241,631.6590878,1284.97610299
Indiana,1595.6059922,2715.6022052999997,1678.0895517,1608.0402351,2118.3612652999996,2583.1722578,1587.0684859,2570.4972644,1601.2128452,403.8060723,1159.8782325,2081.1419524,2085.4919956,1132.7822527,1125.7596722,1146.0767678,2532.970172,1583.4876235000002,1114.7106898,689.5184807999999,1382.2617078,746.788419,1003.6084226,347.2086306,731.7380427,1027.6110902,994.1271182,993.0129082000001,991.6844665000001,1345.7834496,984.5377348,666.9789404,323.9284737,643.4918925,642.2600421,315.3155887,197.5912227798598,1680.338104,1324.7930899,602.3242250999999,817.2055737000001,1298.226567,1294.4667307,1451.1791467,914.8151378,1275.468906,879.8071167999999,1367.00598489
Maine,2701.9000298999995,3998.5948386999994,3284.587981,2891.0328685,3401.3538986999997,3866.1648911999996,2870.0611193,3853.4898977999997,2884.2054785999994,1777.0187947999998,2676.386591,3364.1345858,3368.484629,2415.7748861,2408.7523056,2752.5751970999995,3815.9628054,3127.5989114,2397.7033232,1972.5111142,2488.5557455,2233.1960249,2109.9024603,1953.7070598999999,2338.236472,652.7270138,1770.0380449,2099.3069459,2097.9785042,2452.0774873,2090.8317724999997,1013.3591635999999,1356.4096303000001,1416.9391185,1748.5540797999997,1598.3082221,1680.338104,197.5912227798598,2100.7040165999997,1311.2995857,1160.8901025,389.63120960000003,385.87137329999996,229.1589573,915.8259934999999,532.20957,1031.1209996999999,503.9259495
