,Year,Cumulative capacity (MW),State cumulative capacity (MW),Cumulative waste (metric tons),State waste (metric tons),Number wpo agents
0,2020,0.0,"{'Alabama': 0, 'Arizona': 0, 'Arkansas': 0, 'California': 0, 'Colorado': 0, 'Connecticut': 0, 'Delaware': 0, 'Florida': 0, 'Georgia': 0, 'Idaho': 0, 'Illinois': 0, 'Indiana': 0, 'Iowa': 0, 'Kansas': 0, 'Kentucky': 0, 'Louisiana': 0, 'Maine': 0, 'Maryland': 0, 'Massachusetts': 0, 'Michigan': 0, 'Minnesota': 0, 'Mississippi': 0, 'Missouri': 0, 'Montana': 0, 'Nebraska': 0, 'Nevada': 0, 'New Hampshire': 0, 'New Jersey': 0, 'New Mexico': 0, 'New York': 0, 'North Carolina': 0, 'North Dakota': 0, 'Ohio': 0, 'Oklahoma': 0, 'Oregon': 0, 'Pennsylvania': 0, 'Rhode Island': 0, 'South Carolina': 0, 'South Dakota': 0, 'Tennessee': 0, 'Texas': 0, 'Utah': 0, 'Vermont': 0, 'Virginia': 0, 'Washington': 0, 'West Virginia': 0, 'Wisconsin': 0, 'Wyoming': 0}",0.0,"{'Alabama': 0, 'Arizona': 0, 'Arkansas': 0, 'California': 0, 'Colorado': 0, 'Connecticut': 0, 'Delaware': 0, 'Florida': 0, 'Georgia': 0, 'Idaho': 0, 'Illinois': 0, 'Indiana': 0, 'Iowa': 0, 'Kansas': 0, 'Kentucky': 0, 'Louisiana': 0, 'Maine': 0, 'Maryland': 0, 'Massachusetts': 0, 'Michigan': 0, 'Minnesota': 0, 'Mississippi': 0, 'Missouri': 0, 'Montana': 0, 'Nebraska': 0, 'Nevada': 0, 'New Hampshire': 0, 'New Jersey': 0, 'New Mexico': 0, 'New York': 0, 'North Carolina': 0, 'North Dakota': 0, 'Ohio': 0, 'Oklahoma': 0, 'Oregon': 0, 'Pennsylvania': 0, 'Rhode Island': 0, 'South Carolina': 0, 'South Dakota': 0, 'Tennessee': 0, 'Texas': 0, 'Utah': 0, 'Vermont': 0, 'Virginia': 0, 'Washington': 0, 'West Virginia': 0, 'Wisconsin': 0, 'Wyoming': 0}",0
1,2021,110315.54150408573,"{'Alabama': 0, 'Arizona': 268.3, 'Arkansas': 0.1, 'California': 5297.993605526238, 'Colorado': 4067.765333620938, 'Connecticut': 5.8, 'Delaware': 2.0, 'Florida': 0, 'Georgia': 0, 'Idaho': 972.5, 'Illinois': 6548.776067226891, 'Indiana': 2465.0400000000004, 'Iowa': 10460.478274387437, 'Kansas': 6997.564016393444, 'Kentucky': 0, 'Louisiana': 0, 'Maine': 895.8964285714286, 'Maryland': 191.05, 'Massachusetts': 125.17999999999994, 'Michigan': 2487.935009276438, 'Minnesota': 3866.4263055818583, 'Mississippi': 0, 'Missouri': 1200.6953333333333, 'Montana': 879.0, 'Nebraska': 2361.22, 'Nevada': 151.79999999999998, 'New Hampshire': 214.15, 'New Jersey': 9.0, 'New Mexico': 1792.0245711392406, 'New York': 1967.0078863346102, 'North Carolina': 208.0, 'North Dakota': 3512.9386705635875, 'Ohio': 868.3855555555559, 'Oklahoma': 7921.608973134327, 'Oregon': 3571.8399999999992, 'Pennsylvania': 1474.0, 'Rhode Island': 74.785, 'South Carolina': 0, 'South Dakota': 1722.38261646691, 'Tennessee': 28.98, 'Texas': 31007.789573489234, 'Utah': 390.2325, 'Vermont': 143.5, 'Virginia': 12.0, 'Washington': 3076.8392617449667, 'West Virginia': 716.9565217391304, 'Wisconsin': 724.1999999999999, 'Wyoming': 1633.3999999999999}",214165.2670047305,"{'Alabama': 0, 'Arizona': 571.2122019623746, 'Arkansas': 0.589248264094778, 'California': 11367.247627264505, 'Colorado': 8407.06007411605, 'Connecticut': 3.6148633678463784, 'Delaware': 5.358840835887719, 'Florida': 0, 'Georgia': 0, 'Idaho': 2591.418488204194, 'Illinois': 10442.124484123759, 'Indiana': 5144.873215020092, 'Iowa': 20243.837327808676, 'Kansas': 10361.836437138638, 'Kentucky': 0, 'Louisiana': 0, 'Maine': 1233.5048551282478, 'Maryland': 316.62260194155783, 'Massachusetts': 224.43815073176455, 'Michigan': 3617.566818448223, 'Minnesota': 9393.128237568302, 'Mississippi': 0, 'Missouri': 1691.8655598628925, 'Montana': 2069.6550960222476, 'Nebraska': 2157.090040716602, 'Nevada': 288.81166271001433, 'New Hampshire': 283.1686179883363, 'New Jersey': 42.83903849431914, 'New Mexico': 3941.7113278386532, 'New York': 5899.648989781942, 'North Carolina': 72.27942018093547, 'North Dakota': 6316.556085599455, 'Ohio': 1019.5229537238339, 'Oklahoma': 11805.438393086308, 'Oregon': 11092.020201068604, 'Pennsylvania': 3895.654611804803, 'Rhode Island': 35.41944886010619, 'South Carolina': 0, 'South Dakota': 2252.041537366174, 'Tennessee': 159.03949749823116, 'Texas': 56866.11749863216, 'Utah': 982.4634724543428, 'Vermont': 215.4794740227335, 'Virginia': 0.0, 'Washington': 10189.213899093094, 'West Virginia': 1766.5321274539701, 'Wisconsin': 2163.3296551658364, 'Wyoming': 5034.934923380821}",1322
2,2022,114370.87505969832,"{'Alabama': 0, 'Arizona': 292.447, 'Arkansas': 0.14700000000000002, 'California': 5562.89328580255, 'Colorado': 4149.120640293357, 'Connecticut': 7.192, 'Delaware': 2.5, 'Florida': 0, 'Georgia': 0, 'Idaho': 1011.4, 'Illinois': 6941.702631260504, 'Indiana': 2563.6416000000004, 'Iowa': 10774.292622619063, 'Kansas': 7067.539656557378, 'Kentucky': 0, 'Louisiana': 0, 'Maine': 913.8143571428571, 'Maryland': 213.976, 'Massachusetts': 143.95699999999994, 'Michigan': 2686.9698100185533, 'Minnesota': 3905.090568637677, 'Mississippi': 0, 'Missouri': 1308.7579133333331, 'Montana': 922.95, 'Nebraska': 2455.6688, 'Nevada': 166.98, 'New Hampshire': 226.999, 'New Jersey': 11.07, 'New Mexico': 1917.4662911189873, 'New York': 2124.3685172413793, 'North Carolina': 241.28, 'North Dakota': 3548.0680572692236, 'Ohio': 955.2241111111115, 'Oklahoma': 8080.041152597014, 'Oregon': 3678.9952, 'Pennsylvania': 1606.6599999999999, 'Rhode Island': 81.51565, 'South Carolina': 0, 'South Dakota': 1791.277921125586, 'Tennessee': 34.1964, 'Texas': 31938.02326069392, 'Utah': 401.939475, 'Vermont': 152.11, 'Virginia': 13.68, 'Washington': 3230.681224832215, 'West Virginia': 759.9739130434782, 'Wisconsin': 803.8619999999999, 'Wyoming': 1682.4019999999998}",407639.8055900983,"{'Alabama': 0, 'Arizona': 1152.2762011565478, 'Arkansas': 0.9086617191577444, 'California': 21388.650450932546, 'Colorado': 16011.996483449884, 'Connecticut': 8.619713974486485, 'Delaware': 10.556683881200524, 'Florida': 0, 'Georgia': 0, 'Idaho': 5108.823837378407, 'Illinois': 20560.273927167043, 'Indiana': 10182.704657945074, 'Iowa': 38315.50065251665, 'Kansas': 21020.600492255388, 'Kentucky': 0, 'Louisiana': 0, 'Maine': 2531.1165616924845, 'Maryland': 650.1589110682278, 'Massachusetts': 454.7541161793657, 'Michigan': 7673.919861379728, 'Minnesota': 17314.0716338537, 'Mississippi': 0, 'Missouri': 3380.7237788428424, 'Montana': 3851.058426265657, 'Nebraska': 4666.443566135959, 'Nevada': 610.4662355335176, 'New Hampshire': 579.3491346369731, 'New Jersey': 71.98573095573003, 'New Mexico': 6932.3638969832855, 'New York': 10861.96840987938, 'North Carolina': 206.4409203611516, 'North Dakota': 12261.528379970054, 'Ohio': 2176.7087657929433, 'Oklahoma': 23994.998544949045, 'Oregon': 19887.70804084708, 'Pennsylvania': 7224.790987318346, 'Rhode Island': 85.41500215187614, 'South Carolina': 0, 'South Dakota': 4393.0281605545115, 'Tennessee': 251.2469392083808, 'Texas': 106523.84114669646, 'Utah': 1917.1586164661635, 'Vermont': 454.33201062175306, 'Virginia': 0.2712826161028561, 'Washington': 18621.2430272419, 'West Virginia': 3227.8906172126667, 'Wisconsin': 4036.514478403711, 'Wyoming': 9037.396643901158}",1401
3,2023,118631.49551367824,"{'Alabama': 0, 'Arizona': 318.76723, 'Arkansas': 0.21609, 'California': 5841.0379500926765, 'Colorado': 4232.103053099224, 'Connecticut': 8.91808, 'Delaware': 3.125, 'Florida': 0, 'Georgia': 0, 'Idaho': 1051.856, 'Illinois': 7358.2047891361335, 'Indiana': 2666.1872640000006, 'Iowa': 11097.521401297634, 'Kansas': 7138.215053122952, 'Kentucky': 0, 'Louisiana': 0, 'Maine': 932.0906442857142, 'Maryland': 239.65312, 'Massachusetts': 165.55054999999993, 'Michigan': 2901.9273948200375, 'Minnesota': 3944.1414743240534, 'Mississippi': 0, 'Missouri': 1426.546125533333, 'Montana': 969.0975000000001, 'Nebraska': 2553.8955519999995, 'Nevada': 183.678, 'New Hampshire': 240.61893999999998, 'New Jersey': 13.6161, 'New Mexico': 2051.6889314973164, 'New York': 2294.3179986206897, 'North Carolina': 279.8848, 'North Dakota': 3583.5487378419157, 'Ohio': 1050.7465222222227, 'Oklahoma': 8241.641975648954, 'Oregon': 3789.365056, 'Pennsylvania': 1751.2594000000001, 'Rhode Island': 88.8520585, 'South Carolina': 0, 'South Dakota': 1862.9290379706094, 'Tennessee': 40.351752, 'Texas': 32896.16395851472, 'Utah': 413.99765925, 'Vermont': 161.2366, 'Virginia': 15.5952, 'Washington': 3392.215286073826, 'West Virginia': 805.5723478260869, 'Wisconsin': 892.2868199999998, 'Wyoming': 1732.8740599999999}",584888.0249233573,"{'Alabama': 0, 'Arizona': 1711.8110487913275, 'Arkansas': 1.0687573601295213, 'California': 30296.32408437294, 'Colorado': 22957.150260479713, 'Connecticut': 15.05959886358094, 'Delaware': 15.287881552294374, 'Florida': 0, 'Georgia': 0, 'Idaho': 7442.6834026176875, 'Illinois': 30178.86360675088, 'Indiana': 14910.873890605048, 'Iowa': 54599.38034112314, 'Kansas': 32018.99143765166, 'Kentucky': 0, 'Louisiana': 0, 'Maine': 3850.8335385375844, 'Maryland': 983.2316648386452, 'Massachusetts': 681.70627881923, 'Michigan': 12053.488222712484, 'Minnesota': 23993.412130411518, 'Mississippi': 0, 'Missouri': 5066.143839458849, 'Montana': 5363.581268105408, 'Nebraska': 7578.9045795446555, 'Nevada': 945.8529024090848, 'New Hampshire': 875.3328173178642, 'New Jersey': 90.75195688796167, 'New Mexico': 9422.668078434373, 'New York': 14939.017955745474, 'North Carolina': 421.7629053020008, 'North Dakota': 17830.40065215626, 'Ohio': 3447.799083898177, 'Oklahoma': 36655.25725581526, 'Oregon': 26868.635532847708, 'Pennsylvania': 10047.528331924914, 'Rhode Island': 152.3976381864565, 'South Carolina': 0, 'South Dakota': 6439.815013058537, 'Tennessee': 300.5265340936656, 'Texas': 151731.97662848874, 'Utah': 2758.914294868618, 'Vermont': 703.6171619275641, 'Virginia': 1.5509726676634885, 'Washington': 25326.2931993727, 'West Virginia': 4434.921363866667, 'Wisconsin': 5611.8034152343325, 'Wyoming': 12162.405396255082}",1480
4,2024,123111.1932705539,"{'Alabama': 0, 'Arizona': 347.4562807, 'Arkansas': 0.3176523, 'California': 6133.089847597311, 'Colorado': 4316.745114161208, 'Connecticut': 11.0584192, 'Delaware': 3.90625, 'Florida': 0, 'Georgia': 0, 'Idaho': 1093.93024, 'Illinois': 7799.6970764843, 'Indiana': 2772.8347545600004, 'Iowa': 11430.447043336562, 'Kansas': 7209.597203654182, 'Kentucky': 0, 'Louisiana': 0, 'Maine': 950.7324571714285, 'Maryland': 268.4114944, 'Massachusetts': 190.38313249999993, 'Michigan': 3134.081586405641, 'Minnesota': 3983.582889067294, 'Mississippi': 0, 'Missouri': 1554.9352768313329, 'Montana': 1017.552375, 'Nebraska': 2656.0513740799993, 'Nevada': 202.04579999999999, 'New Hampshire': 255.05607639999997, 'New Jersey': 16.747802999999998, 'New Mexico': 2195.3071567021284, 'New York': 2477.863438510345, 'North Carolina': 324.666368, 'North Dakota': 3619.384225220335, 'Ohio': 1155.821174444445, 'Oklahoma': 8406.474815161935, 'Oregon': 3903.0460076800005, 'Pennsylvania': 1908.8727460000002, 'Rhode Island': 96.848743765, 'South Carolina': 0, 'South Dakota': 1937.4461994894336, 'Tennessee': 47.61506735999999, 'Texas': 33883.04887727016, 'Utah': 426.4175890275, 'Vermont': 170.910796, 'Virginia': 17.778528, 'Washington': 3561.826050377517, 'West Virginia': 853.9066886956521, 'Wisconsin': 990.4383701999998, 'Wyoming': 1784.8602818}",749624.6560606211,"{'Alabama': 0, 'Arizona': 2224.187615257896, 'Arkansas': 1.1519410818755906, 'California': 38175.15594284066, 'Colorado': 29368.5019487653, 'Connecticut': 22.860899486394928, 'Delaware': 19.372603237636284, 'Florida': 0, 'Georgia': 0, 'Idaho': 9499.205360543507, 'Illinois': 39269.28674724922, 'Indiana': 19204.160868593965, 'Iowa': 69583.31422390333, 'Kansas': 43243.96149690542, 'Kentucky': 0, 'Louisiana': 0, 'Maine': 5152.863321678969, 'Maryland': 1300.4143271906933, 'Massachusetts': 897.0231431370028, 'Michigan': 16624.071661755384, 'Minnesota': 29658.674602433028, 'Mississippi': 0, 'Missouri': 6775.43784052661, 'Montana': 6647.120798935397, 'Nebraska': 10911.472721248716, 'Nevada': 1274.323754040491, 'New Hampshire': 1158.7981033144436, 'New Jersey': 102.66660330028094, 'New Mexico': 11758.903685979194, 'New York': 18230.655443600983, 'North Carolina': 734.9342093678381, 'North Dakota': 23065.362604995753, 'Ohio': 4801.69200523774, 'Oklahoma': 49723.853367721546, 'Oregon': 32353.259283043186, 'Pennsylvania': 12411.666664115193, 'Rhode Island': 237.59925611830226, 'South Carolina': 0, 'South Dakota': 8429.637468652827, 'Tennessee': 325.39407102888157, 'Texas': 194652.95099025097, 'Utah': 3480.2229891977368, 'Vermont': 949.3538206368244, 'Virginia': 4.76527925341322, 'Washington': 30472.62611716624, 'West Virginia': 5428.167250789567, 'Wisconsin': 6900.512835747213, 'Wyoming': 14549.072192290194}",1559
5,2025,127824.93795395773,"{'Alabama': 0, 'Arizona': 378.72734596299995, 'Arkansas': 0.466948881, 'California': 6439.7443399771755, 'Colorado': 4403.080016444434, 'Connecticut': 13.712439808, 'Delaware': 4.8828125, 'Florida': 0, 'Georgia': 0, 'Idaho': 1137.6874495999998, 'Illinois': 8267.678901073357, 'Indiana': 2883.7481447424, 'Iowa': 11773.360454636659, 'Kansas': 7281.693175690723, 'Kentucky': 0, 'Louisiana': 0, 'Maine': 969.747106314857, 'Maryland': 300.620873728, 'Massachusetts': 218.9406023749999, 'Michigan': 3384.808113318092, 'Minnesota': 4023.418717957967, 'Mississippi': 0, 'Missouri': 1694.8794517461529, 'Montana': 1068.42999375, 'Nebraska': 2762.293429043199, 'Nevada': 222.25037999999998, 'New Hampshire': 270.35944098399995, 'New Jersey': 20.599797689999995, 'New Mexico': 2348.9786576712772, 'New York': 2676.092513591173, 'North Carolina': 376.61298688, 'North Dakota': 3655.5780674725384, 'Ohio': 1271.4032918888895, 'Oklahoma': 8574.604311465173, 'Oregon': 4020.1373879104003, 'Pennsylvania': 2080.67129314, 'Rhode Island': 105.56513070384999, 'South Carolina': 0, 'South Dakota': 2014.944047469011, 'Tennessee': 56.18577948479999, 'Texas': 34899.54034358827, 'Utah': 439.210116698325, 'Vermont': 181.16544376000002, 'Virginia': 20.26752192, 'Washington': 3739.9173528963925, 'West Virginia': 905.1410900173912, 'Wisconsin': 1099.3865909219999, 'Wyoming': 1838.406090254}",904918.639699425,"{'Alabama': 0, 'Arizona': 2673.8465797196804, 'Arkansas': 1.2160741897136862, 'California': 45040.055652830975, 'Colorado': 35344.92905094173, 'Connecticut': 31.84396067418736, 'Delaware': 22.80651246270158, 'Florida': 0, 'Georgia': 0, 'Idaho': 11217.01780641542, 'Illinois': 47936.44688579408, 'Indiana': 23023.6359385652, 'Iowa': 83788.30964837281, 'Kansas': 54476.588811238384, 'Kentucky': 0, 'Louisiana': 0, 'Maine': 6402.1039058949655, 'Maryland': 1591.0448759071155, 'Massachusetts': 1095.4816933142351, 'Michigan': 21262.964860349217, 'Minnesota': 34520.216456139475, 'Mississippi': 0, 'Missouri': 8553.89115787775, 'Montana': 7750.990280241178, 'Nebraska': 14639.15775725645, 'Nevada': 1577.9376433309544, 'New Hampshire': 1420.2887461638402, 'New Jersey': 110.86862350695921, 'New Mexico': 14163.466752352248, 'New York': 20878.61838106627, 'North Carolina': 1157.5462934014338, 'North Dakota': 28028.93834591023, 'Ohio': 6207.491337412885, 'Oklahoma': 62984.25296363456, 'Oregon': 36596.72382049318, 'Pennsylvania': 14372.394550098013, 'Rhode Island': 340.7002596229944, 'South Carolina': 0, 'South Dakota': 10418.988810854533, 'Tennessee': 338.7303160470938, 'Texas': 236835.20942304516, 'Utah': 4073.6094966049695, 'Vermont': 1179.1024934172133, 'Virginia': 10.952545442075786, 'Washington': 34316.49985547262, 'West Virginia': 6247.531316943236, 'Wisconsin': 7940.678181032272, 'Wyoming': 16345.561635384109}",1638
6,2026,132789.00332668342,"{'Alabama': 0, 'Arizona': 412.81280709966995, 'Arkansas': 0.68641485507, 'California': 6761.731556976035, 'Colorado': 4491.141616773322, 'Connecticut': 17.003425361919998, 'Delaware': 6.103515625, 'Florida': 0, 'Georgia': 0, 'Idaho': 1183.1949475839997, 'Illinois': 8763.739635137757, 'Indiana': 2999.098070532096, 'Iowa': 12126.56126827576, 'Kansas': 7354.51010744763, 'Kentucky': 0, 'Louisiana': 0, 'Maine': 989.1420484411541, 'Maryland': 336.69537857536, 'Massachusetts': 251.7816927312499, 'Michigan': 3655.5927623835396, 'Minnesota': 4063.652905137547, 'Mississippi': 0, 'Missouri': 1847.4186024033067, 'Montana': 1121.8514934375, 'Nebraska': 2872.7851662049266, 'Nevada': 244.475418, 'New Hampshire': 286.58100744303994, 'New Jersey': 25.337751158699994, 'New Mexico': 2513.4071637082666, 'New York': 2890.1799146784665, 'North Carolina': 436.8710647808, 'North Dakota': 3692.133848147264, 'Ohio': 1398.5436210777787, 'Oklahoma': 8746.096397694477, 'Oregon': 4140.741509547713, 'Pennsylvania': 2267.9317095226, 'Rhode Island': 115.06599246719648, 'South Carolina': 0, 'South Dakota': 2095.5418093677713, 'Tennessee': 66.29921979206398, 'Texas': 35946.52655389593, 'Utah': 452.38642019927477, 'Vermont': 192.0353703856, 'Virginia': 23.104974988800002, 'Washington': 3926.913220541212, 'West Virginia': 959.4495554184347, 'Wisconsin': 1220.3191159234198, 'Wyoming': 1893.5582729616199}",1053141.0043876607,"{'Alabama': 0, 'Arizona': 3057.293046544115, 'Arkansas': 1.304615319878307, 'California': 50916.43182313913, 'Colorado': 40952.513066548956, 'Connecticut': 41.77290367214278, 'Delaware': 25.77292374942391, 'Florida': 0, 'Georgia': 0, 'Idaho': 12578.692982308357, 'Illinois': 56375.69798249646, 'Indiana': 26402.08915432048, 'Iowa': 97675.9062492456, 'Kansas': 65444.90842386714, 'Kentucky': 0, 'Louisiana': 0, 'Maine': 7568.916472717766, 'Maryland': 1850.9380898662735, 'Massachusetts': 1276.3362233944483, 'Michigan': 25880.90697462241, 'Minnesota': 38758.5118942726, 'Mississippi': 0, 'Missouri': 10449.423164547698, 'Montana': 8725.701473226442, 'Nebraska': 18693.965742586068, 'Nevada': 1845.4126479373685, 'New Hampshire': 1654.6950828920008, 'New Jersey': 117.88842232296238, 'New Mexico': 16745.827181201457, 'New York': 23048.731616184406, 'North Carolina': 1694.1853566802383, 'North Dakota': 32771.07820588897, 'Ohio': 7641.467318902046, 'Oklahoma': 76097.42715568608, 'Oregon': 39847.23886881832, 'Pennsylvania': 16004.50681438256, 'Rhode Island': 459.68483158853314, 'South Carolina': 0, 'South Dakota': 12473.668614763576, 'Tennessee': 348.80093438363053, 'Texas': 279164.16466126783, 'Utah': 4548.744105593615, 'Vermont': 1384.173994205355, 'Virginia': 21.16742061726481, 'Washington': 37152.70743731241, 'West Virginia': 6936.711494633555, 'Wisconsin': 8792.8353713005, 'Wyoming': 17712.80364464996}",1717
7,2027,138021.10863151812,"{'Alabama': 0, 'Arizona': 449.96595973864027, 'Arkansas': 1.0090298369529, 'California': 7099.818134824837, 'Colorado': 4580.964449108788, 'Connecticut': 21.084247448780797, 'Delaware': 7.62939453125, 'Florida': 0, 'Georgia': 0, 'Idaho': 1230.5227454873595, 'Illinois': 9289.564013246025, 'Indiana': 3119.0619933533794, 'Iowa': 12490.35810632403, 'Kansas': 7428.055208522106, 'Kentucky': 0, 'Louisiana': 0, 'Maine': 1008.9248894099773, 'Maryland': 377.0988240044032, 'Massachusetts': 289.5489466409374, 'Michigan': 3948.0401833742226, 'Minnesota': 4104.289434188922, 'Mississippi': 0, 'Missouri': 2013.6862766196043, 'Montana': 1177.944068109375, 'Nebraska': 2987.696572853124, 'Nevada': 268.92295979999994, 'New Hampshire': 303.7758678896223, 'New Jersey': 31.165433925200993, 'New Mexico': 2689.3456651678453, 'New York': 3121.3943078527436, 'North Carolina': 506.770435145728, 'North Dakota': 3729.0551866287365, 'Ohio': 1538.3979831855565, 'Oklahoma': 8921.018325648365, 'Oregon': 4264.963754834145, 'Pennsylvania': 2472.045563379634, 'Rhode Island': 125.42193178924416, 'South Carolina': 0, 'South Dakota': 2179.3634817424822, 'Tennessee': 78.23307935463549, 'Texas': 37024.92235051279, 'Utah': 465.958012805253, 'Vermont': 203.557492608736, 'Virginia': 26.339671487232003, 'Washington': 4123.258881568273, 'West Virginia': 1017.0165287435408, 'Wisconsin': 1354.5542186749958, 'Wyoming': 1950.3650211504685}",1195813.8210036883,"{'Alabama': 0, 'Arizona': 3382.4188172679596, 'Arkansas': 1.4580610872790598, 'California': 55891.7864342467, 'Colorado': 46223.527241933356, 'Connecticut': 52.44024193976693, 'Delaware': 28.617207454860612, 'Florida': 0, 'Georgia': 0, 'Idaho': 13612.236654258006, 'Illinois': 64809.475502493275, 'Indiana': 29414.15492092046, 'Iowa': 111558.35866787333, 'Kansas': 75870.27819256406, 'Kentucky': 0, 'Louisiana': 0, 'Maine': 8629.202551411108, 'Maryland': 2082.638707102156, 'Massachusetts': 1443.6902959705212, 'Michigan': 30436.199597564108, 'Minnesota': 42512.964101245125, 'Mississippi': 0, 'Missouri': 12496.893806595679, 'Montana': 9617.53182918872, 'Nebraska': 22970.763526553164, 'Nevada': 2074.4990507815232, 'New Hampshire': 1861.804752366713, 'New Jersey': 125.72931373958296, 'New Mexico': 19528.0917513242, 'New York': 24909.47073858951, 'North Carolina': 2341.9726322157144, 'North Dakota': 37302.2205679829, 'Ohio': 9090.657659340617, 'Oklahoma': 88660.25869244756, 'Oregon': 42357.5784607797, 'Pennsylvania': 17403.61543678708, 'Rhode Island': 591.0279660543114, 'South Carolina': 0, 'South Dakota': 14651.25710429168, 'Tennessee': 360.7730375534473, 'Texas': 321842.38030322816, 'Utah': 4926.014194062419, 'Vermont': 1560.783379621443, 'Virginia': 36.35442548242215, 'Washington': 39274.87850384883, 'West Virginia': 7541.479277796622, 'Wisconsin': 9528.500525187748, 'Wyoming': 18809.83687253547}",1796
8,2028,143540.5791112643,"{'Alabama': 0, 'Arizona': 490.46289611511787, 'Arkansas': 1.4832738603207631, 'California': 7454.80904156608, 'Colorado': 4672.583738090964, 'Connecticut': 26.14446683648819, 'Delaware': 9.5367431640625, 'Florida': 0, 'Georgia': 0, 'Idaho': 1279.743655306854, 'Illinois': 9846.937854040785, 'Indiana': 3243.824473087515, 'Iowa': 12865.068849513751, 'Kansas': 7502.335760607327, 'Kentucky': 0, 'Louisiana': 0, 'Maine': 1029.1033871981767, 'Maryland': 422.3506828849316, 'Massachusetts': 332.981288637078, 'Michigan': 4263.8833980441605, 'Minnesota': 4145.3323285308115, 'Mississippi': 0, 'Missouri': 2194.9180415153687, 'Montana': 1236.8412715148436, 'Nebraska': 3107.204435767249, 'Nevada': 295.8152557799999, 'New Hampshire': 322.0024199629996, 'New Jersey': 38.33348372799722, 'New Mexico': 2877.599861729595, 'New York': 3371.1058524809623, 'North Carolina': 587.8537047690445, 'North Dakota': 3766.345738495024, 'Ohio': 1692.2377815041123, 'Oklahoma': 9099.438692161335, 'Oregon': 4392.912667479169, 'Pennsylvania': 2694.529664083801, 'Rhode Island': 136.70990565027614, 'South Carolina': 0, 'South Dakota': 2266.5380210121816, 'Tennessee': 92.31503363846988, 'Texas': 38135.670021028185, 'Utah': 479.93675318941064, 'Vermont': 215.77094216526015, 'Virginia': 30.027225495444483, 'Washington': 4329.4218256466875, 'West Virginia': 1078.0375204681532, 'Wisconsin': 1503.5551827292452, 'Wyoming': 2008.8759717849825}",1333516.7492041714,"{'Alabama': 0, 'Arizona': 3665.640939243262, 'Arkansas': 1.724128176962352, 'California': 60126.17362773975, 'Colorado': 51160.21685909967, 'Connecticut': 63.76954700081237, 'Delaware': 31.796961011348074, 'Florida': 0, 'Georgia': 0, 'Idaho': 14381.456252195634, 'Illinois': 73420.97306047224, 'Indiana': 32144.190864783573, 'Iowa': 125541.82393022101, 'Kansas': 85502.85556664065, 'Kentucky': 0, 'Louisiana': 0, 'Maine': 9564.993290158192, 'Maryland': 2294.3471960737825, 'Massachusetts': 1605.7428553849586, 'Michigan': 34934.836005981364, 'Minnesota': 45875.70966633245, 'Mississippi': 0, 'Missouri': 14707.882229714922, 'Montana': 10464.953348325538, 'Nebraska': 27339.225664958776, 'Nevada': 2271.959774015585, 'New Hampshire': 2045.7207483009172, 'New Jersey': 136.07800567394088, 'New Mexico': 22474.324265829862, 'New York': 26613.943237756645, 'North Carolina': 3092.1745466035613, 'North Dakota': 41583.26578687236, 'Ohio': 10552.199444459697, 'Oklahoma': 100277.29134584859, 'Oregon': 44369.34230110952, 'Pennsylvania': 18678.067349553785, 'Rhode Island': 730.2456722914915, 'South Carolina': 0, 'South Dakota': 16982.203567672113, 'Tennessee': 378.08605436150714, 'Texas': 364463.25375875423, 'Utah': 5229.364636310955, 'Vermont': 1709.8588227680505, 'Virginia': 57.20726465630819, 'Washington': 40948.85693368796, 'West Virginia': 8104.625828298762, 'Wisconsin': 10217.728000997731, 'Wyoming': 19772.63986483252}",1875
